,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-02 10:10:51+00:00,2831125,1195615,0.5301611,5301,-0.23271768,-2327
1,2025-04-03 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
2,2025-04-04 10:10:41+00:00,2831125,1195615,0.53923815,5392,-0.2063253,-2063
3,2025-04-05 10:20:41+00:00,2831125,1195615,0.533437,5334,-0.22187005,-2218
4,2025-04-07 10:05:59+00:00,2831125,1195615,0.593807,5938,-0.20245399,-2024
5,2025-04-07 10:17:01+00:00,2831125,1195615,0.5919574,5919,-0.2110599,-2110
6,2025-04-08 10:30:51+00:00,2831125,1195615,0.0,0,0.0,0
7,2025-04-12 10:10:41+00:00,2831125,1195615,0.4878917,4878,-0.1554054,-1554
8,2025-04-22 10:10:51+00:00,2831125,1195615,0.53120047,5312,-0.21570574,-2157
9,2025-04-23 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
10,2025-04-28 10:30:51+00:00,2831125,1195615,0.0,0,0.0,0
11,2025-04-30 10:15:59+00:00,2831125,1195615,0.7300159,7300,-0.27992463,-2799
12,2025-04-30 10:27:01+00:00,2831125,1195615,0.0,0,0.0,0
13,2025-05-02 10:10:41+00:00,2831125,1195615,0.7164634,7164,0.15412186,1541
14,2025-05-10 10:15:59+00:00,2831125,1195615,0.5306987,5306,-0.090810224,-908
15,2025-05-10 10:30:31+00:00,2831125,1195615,0.0,0,0.0,0
16,2025-05-13 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
17,2025-05-15 10:16:11+00:00,2831125,1195615,0.017236235,172,-0.03955247,-395
18,2025-05-17 10:17:01+00:00,2831125,1195615,0.025297089,252,-0.02894944,-289
19,2025-05-18 10:26:21+00:00,2831125,1195615,0.0,0,0.0,0
20,2025-05-30 10:15:59+00:00,2831125,1195615,0.76671034,7667,-0.24707845,-2470
21,2025-05-30 10:30:41+00:00,2831125,1195615,0.0,0,0.0,0
22,2025-06-09 10:15:59+00:00,2831125,1195615,0.7897977,7897,-0.27154776,-2715
23,2025-06-09 10:27:01+00:00,2831125,1195615,0.0,0,0.0,0
24,2025-06-11 10:10:41+00:00,2831125,1195615,0.7952933,7952,-0.36390978,-3639
25,2025-06-12 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
26,2025-06-13 10:07:01+00:00,2831125,1195615,0.79173785,7917,-0.27761626,-2776
27,2025-06-14 10:16:21+00:00,2831125,1195615,0.78305084,7830,-0.28843337,-2884
28,2025-06-16 10:20:41+00:00,2831125,1195615,0.72115386,7211,-0.1549669,-1549
29,2025-06-17 10:26:21+00:00,2831125,1195615,0.0,0,0.0,0
30,2025-06-19 10:15:59+00:00,2831125,1195615,0.80973065,8097,-0.2511251,-2511
31,2025-06-19 10:30:41+00:00,2831125,1195615,0.0,0,0.0,0
32,2025-06-21 10:06:11+00:00,2831125,1195615,0.6341897,6341,-0.14212109,-1421
33,2025-06-22 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
34,2025-06-26 10:05:59+00:00,2831125,1195615,-0.04649403,-464,-0.0017809741,-17
35,2025-06-26 10:17:01+00:00,2831125,1195615,-0.050783634,-507,0.017582603,175
36,2025-06-29 10:27:01+00:00,2831125,1195615,0.0,0,0.0,0
37,2025-07-01 10:10:51+00:00,2831125,1195615,0.80293214,8029,-0.3387215,-3387
38,2025-07-02 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
39,2025-07-03 10:07:11+00:00,2831125,1195615,0.12824567,1282,-0.0048105065,-48
40,2025-07-04 10:20:41+00:00,2831125,1195615,0.8044669,8044,-0.35158256,-3515
41,2025-07-12 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
42,2025-07-09 10:15:59+00:00,2831125,1195615,0.3349554,3349,0.009782612,97
43,2025-07-09 10:30:41+00:00,2831125,1195615,0.0,0,0.0,0
44,2025-07-17 10:30:51+00:00,2831125,1195615,0.0,0,0.0,0
45,2025-07-19 10:15:59+00:00,2831125,1195615,0.79295343,7929,-0.25494072,-2549
46,2025-07-22 10:25:59+00:00,2831125,1195615,0.0,0,0.0,0
