,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-03 10:25:59+00:00,2644325,1134345,0.5030992,5030,-0.050769232,-507
1,2025-04-05 10:20:41+00:00,2644325,1134345,0.8069307,8069,-0.33153638,-3315
2,2025-04-07 10:17:01+00:00,2644325,1134345,0.750461,7504,-0.3207547,-3207
3,2025-04-08 10:30:51+00:00,2644325,1134345,0.761872,7618,-0.2669553,-2669
4,2025-04-23 10:25:59+00:00,2644325,1134345,0.39696008,3969,-0.104359336,-1043
5,2025-04-28 10:30:51+00:00,2644325,1134345,0.44018948,4401,-0.09080652,-908
6,2025-04-30 10:15:59+00:00,2644325,1134345,0.7408741,7408,-0.24306327,-2430
7,2025-04-30 10:27:01+00:00,2644325,1134345,0.6461538,6461,-0.16949151,-1694
8,2025-05-10 10:15:59+00:00,2644325,1134345,0.65100664,6510,-0.12764288,-1276
9,2025-05-10 10:30:31+00:00,2644325,1134345,-0.008727736,-87,0.0019205243,19
10,2025-05-13 10:25:59+00:00,2644325,1134345,0.02940478,294,-0.013094655,-130
11,2025-05-15 10:16:11+00:00,2644325,1134345,0.028798036,287,0.01228342,122
12,2025-05-17 10:17:01+00:00,2644325,1134345,0.63552475,6355,-0.23395984,-2339
13,2025-05-18 10:26:21+00:00,2644325,1134345,0.485619,4856,-0.22970636,-2297
14,2025-05-30 10:15:59+00:00,2644325,1134345,0.73182714,7318,-0.2024415,-2024
15,2025-05-30 10:30:41+00:00,2644325,1134345,0.7311633,7311,-0.23379628,-2337
16,2025-06-09 10:15:59+00:00,2644325,1134345,0.73126876,7312,-0.27310926,-2731
17,2025-06-09 10:27:01+00:00,2644325,1134345,0.6811751,6811,-0.20850204,-2085
18,2025-06-12 10:25:59+00:00,2644325,1134345,0.7176345,7176,-0.22770196,-2277
19,2025-06-14 10:16:21+00:00,2644325,1134345,0.5415118,5415,-0.16206264,-1620
20,2025-06-16 10:20:41+00:00,2644325,1134345,0.65283597,6528,-0.19416241,-1941
21,2025-06-17 10:26:21+00:00,2644325,1134345,0.78432465,7843,-0.3056133,-3056
22,2025-06-19 10:15:59+00:00,2644325,1134345,0.7949378,7949,-0.24214415,-2421
23,2025-06-19 10:30:41+00:00,2644325,1134345,0.79344594,7934,-0.25078696,-2507
24,2025-06-22 10:25:59+00:00,2644325,1134345,0.7978494,7978,-0.2606635,-2606
25,2025-06-26 10:17:01+00:00,2644325,1134345,0.105324514,1053,-0.20557055,-2055
26,2025-06-29 10:27:01+00:00,2644325,1134345,0.81878096,8187,-0.27295917,-2729
27,2025-07-02 10:25:59+00:00,2644325,1134345,0.76155263,7615,-0.19601992,-1960
28,2025-07-04 10:20:41+00:00,2644325,1134345,-0.024993604,-249,-0.006948468,-69
29,2025-07-12 10:25:59+00:00,2644325,1134345,0.7850808,7850,-0.23341525,-2334
30,2025-07-09 10:15:59+00:00,2644325,1134345,0.78812057,7881,-0.21584985,-2158
31,2025-07-09 10:30:41+00:00,2644325,1134345,0.8139774,8139,-0.24937029,-2493
32,2025-07-17 10:30:51+00:00,2644325,1134345,0.7662338,7662,-0.22058825,-2205
33,2025-07-19 10:15:59+00:00,2644325,1134345,-0.011796391,-117,-0.01679895,-167
34,2025-07-22 10:25:59+00:00,2644325,1134345,0.7862507,7862,-0.23186342,-2318
