,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-01 10:40:41+00:00,2546995,1217685,0.5474179,5474,-0.18884662,-1888
1,2025-04-03 10:25:59+00:00,2546995,1217685,0.6508564,6508,-0.27443108,-2744
2,2025-04-05 10:20:41+00:00,2546995,1217685,0.0,0,0.0,0
3,2025-04-06 10:36:29+00:00,2546995,1217685,0.75315315,7531,-0.3969466,-3969
4,2025-04-07 10:17:01+00:00,2546995,1217685,0.0,0,0.0,0
5,2025-04-08 10:30:51+00:00,2546995,1217685,0.58007115,5800,-0.2647059,-2647
6,2025-04-23 10:25:59+00:00,2546995,1217685,-0.04187147,-418,0.058918037,589
7,2025-04-26 10:36:29+00:00,2546995,1217685,-0.00038037112,-3,-0.004525802,-45
8,2025-04-28 10:30:51+00:00,2546995,1217685,0.7897648,7897,-0.35102534,-3510
9,2025-04-30 10:15:59+00:00,2546995,1217685,0.0,0,0.0,0
10,2025-04-30 10:27:01+00:00,2546995,1217685,0.81508523,8150,-0.33405873,-3340
11,2025-05-01 10:40:41+00:00,2546995,1217685,0.7779705,7779,-0.40175217,-4017
12,2025-05-03 10:37:01+00:00,2546995,1217685,0.75276756,7527,-0.3110368,-3110
13,2025-05-10 10:15:59+00:00,2546995,1217685,0.0,0,0.0,0
14,2025-05-10 10:30:31+00:00,2546995,1217685,0.0066135037,66,-0.011227915,-112
15,2025-05-11 10:36:41+00:00,2546995,1217685,0.03468935,346,-0.026778752,-267
16,2025-05-13 10:25:59+00:00,2546995,1217685,0.014738081,147,0.0035201318,35
17,2025-05-13 10:40:41+00:00,2546995,1217685,0.13399647,1339,-0.079432316,-794
18,2025-05-15 10:16:11+00:00,2546995,1217685,0.0,0,0.0,0
19,2025-05-16 10:36:19+00:00,2546995,1217685,0.84104383,8410,-0.32228914,-3222
20,2025-05-17 10:17:01+00:00,2546995,1217685,0.0,0,0.0,0
21,2025-05-18 10:26:21+00:00,2546995,1217685,0.2805608,2805,-0.11722731,-1172
22,2025-05-30 10:15:59+00:00,2546995,1217685,0.0,0,0.0,0
23,2025-05-30 10:30:41+00:00,2546995,1217685,0.84615386,8461,-0.4081408,-4081
24,2025-05-31 10:40:41+00:00,2546995,1217685,0.7328339,7328,-0.38289207,-3828
25,2025-06-09 10:15:59+00:00,2546995,1217685,0.0,0,0.0,0
26,2025-06-09 10:27:01+00:00,2546995,1217685,0.8007539,8007,-0.31808275,-3180
27,2025-06-10 10:36:41+00:00,2546995,1217685,0.6207585,6207,-0.1137255,-1137
28,2025-06-12 10:25:59+00:00,2546995,1217685,0.78080636,7808,-0.31215775,-3121
29,2025-06-12 10:37:01+00:00,2546995,1217685,0.74555796,7455,-0.30806845,-3080
30,2025-06-14 10:16:21+00:00,2546995,1217685,0.0,0,0.0,0
31,2025-06-16 10:20:41+00:00,2546995,1217685,0.0,0,0.0,0
32,2025-06-17 10:26:21+00:00,2546995,1217685,0.8029925,8029,-0.3901705,-3901
33,2025-06-19 10:15:59+00:00,2546995,1217685,0.0,0,0.0,0
34,2025-06-19 10:30:41+00:00,2546995,1217685,0.8241253,8241,-0.36927775,-3692
35,2025-06-22 10:25:59+00:00,2546995,1217685,0.83291453,8329,-0.43103448,-4310
36,2025-06-22 10:40:41+00:00,2546995,1217685,0.818612,8186,-0.38095236,-3809
37,2025-06-25 10:36:29+00:00,2546995,1217685,0.80122834,8012,-0.34228188,-3422
38,2025-06-26 10:17:01+00:00,2546995,1217685,0.0,0,0.0,0
39,2025-06-29 10:27:01+00:00,2546995,1217685,0.8437311,8437,-0.41362533,-4136
40,2025-06-30 10:40:41+00:00,2546995,1217685,-0.0066550286,-66,-0.022795258,-227
41,2025-07-02 10:25:59+00:00,2546995,1217685,0.8289585,8289,-0.27582294,-2758
42,2025-07-02 10:37:01+00:00,2546995,1217685,0.77285856,7728,-0.41176468,-4117
43,2025-07-04 10:20:41+00:00,2546995,1217685,0.0,0,0.0,0
44,2025-07-05 10:36:29+00:00,2546995,1217685,0.8222222,8222,-0.34835353,-3483
45,2025-07-12 10:25:59+00:00,2546995,1217685,0.8330475,8330,-0.39829472,-3982
46,2025-07-12 10:40:41+00:00,2546995,1217685,0.82643956,8264,-0.414966,-4149
47,2025-07-09 10:15:59+00:00,2546995,1217685,0.0,0,0.0,0
48,2025-07-09 10:30:41+00:00,2546995,1217685,0.13177904,1317,-0.020205624,-202
49,2025-07-10 10:40:41+00:00,2546995,1217685,0.82133085,8213,-0.45869946,-4586
50,2025-07-17 10:30:51+00:00,2546995,1217685,0.6831395,6831,-0.24165554,-2416
51,2025-07-19 10:15:59+00:00,2546995,1217685,0.0,0,0.0,0
52,2025-07-22 10:25:59+00:00,2546995,1217685,0.7405751,7405,-0.29855716,-2985
53,2025-07-22 10:37:01+00:00,2546995,1217685,0.6556915,6556,-0.23362176,-2336
