,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-03 10:25:59+00:00,2684595,1295915,0.50112355,5011,-0.12652068,-1265
1,2025-04-05 10:20:41+00:00,2684595,1295915,0.41040468,4104,-0.0644202,-644
2,2025-04-07 10:17:01+00:00,2684595,1295915,0.3928905,3928,0.0017301008,17
3,2025-04-08 10:30:51+00:00,2684595,1295915,0.4651944,4651,-0.07265773,-726
4,2025-04-23 10:25:59+00:00,2684595,1295915,0.44919792,4491,-0.112612635,-1126
5,2025-04-28 10:30:51+00:00,2684595,1295915,0.54776883,5477,-0.14573877,-1457
6,2025-04-30 10:15:59+00:00,2684595,1295915,0.5463125,5463,0.02450231,245
7,2025-04-30 10:27:01+00:00,2684595,1295915,0.7435065,7435,-0.22687438,-2268
8,2025-05-10 10:15:59+00:00,2684595,1295915,0.6336246,6336,-0.07282911,-728
9,2025-05-10 10:30:31+00:00,2684595,1295915,0.7272727,7272,-0.15467076,-1546
10,2025-05-13 10:25:59+00:00,2684595,1295915,0.7468664,7468,-0.11057694,-1105
11,2025-05-15 10:16:11+00:00,2684595,1295915,0.23230934,2323,-0.061642744,-616
12,2025-05-17 10:17:01+00:00,2684595,1295915,-0.032098316,-320,0.010244519,102
13,2025-05-18 10:26:21+00:00,2684595,1295915,-0.023011101,-230,-0.095811136,-958
14,2025-05-30 10:15:59+00:00,2684595,1295915,0.72525936,7252,-0.05665934,-566
15,2025-05-30 10:30:41+00:00,2684595,1295915,0.8146488,8146,-0.1736931,-1736
16,2025-06-09 10:15:59+00:00,2684595,1295915,0.7526772,7526,-0.113888904,-1138
17,2025-06-09 10:27:01+00:00,2684595,1295915,0.7821895,7821,-0.1537291,-1537
18,2025-06-12 10:25:59+00:00,2684595,1295915,0.73386186,7338,-0.10510049,-1051
19,2025-06-14 10:16:21+00:00,2684595,1295915,0.68549496,6854,-0.14456174,-1445
20,2025-06-16 10:20:41+00:00,2684595,1295915,-0.014126545,-141,-0.0015214632,-15
21,2025-06-17 10:26:21+00:00,2684595,1295915,0.76702803,7670,-0.09791826,-979
22,2025-06-19 10:15:59+00:00,2684595,1295915,0.69409335,6940,-0.01789265,-178
23,2025-06-19 10:30:41+00:00,2684595,1295915,0.7897178,7897,-0.15393388,-1539
24,2025-06-22 10:25:59+00:00,2684595,1295915,0.79626584,7962,-0.073170714,-731
25,2025-06-26 10:17:01+00:00,2684595,1295915,0.74840695,7484,-0.12531967,-1253
26,2025-06-29 10:27:01+00:00,2684595,1295915,0.771028,7710,-0.11463187,-1146
27,2025-07-02 10:25:59+00:00,2684595,1295915,0.8345222,8345,-0.15799257,-1579
28,2025-07-04 10:20:41+00:00,2684595,1295915,0.7529148,7529,-0.10517141,-1051
29,2025-07-12 10:25:59+00:00,2684595,1295915,0.7874425,7874,-0.19456242,-1945
30,2025-07-09 10:15:59+00:00,2684595,1295915,0.13492161,1349,-0.022635823,-226
31,2025-07-09 10:30:41+00:00,2684595,1295915,0.32581267,3258,0.05618859,561
32,2025-07-17 10:30:51+00:00,2684595,1295915,0.8098308,8098,-0.16576713,-1657
33,2025-07-19 10:15:59+00:00,2684595,1295915,0.6990826,6990,-0.060728714,-607
34,2025-07-22 10:25:59+00:00,2684595,1295915,0.045398384,453,-0.054686204,-546
