,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-01 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
1,2025-04-03 10:25:59+00:00,2600875,1197275,0.490258,4902,-0.2050209,-2050
2,2025-04-05 10:20:41+00:00,2600875,1197275,0.0,0,0.0,0
3,2025-04-06 10:36:29+00:00,2600875,1197275,0.0,0,0.0,0
4,2025-04-07 10:17:01+00:00,2600875,1197275,0.0,0,0.0,0
5,2025-04-08 10:30:51+00:00,2600875,1197275,0.66322315,6632,-0.42565054,-4256
6,2025-04-23 10:25:59+00:00,2600875,1197275,0.37001076,3700,-0.17475726,-1747
7,2025-04-26 10:36:29+00:00,2600875,1197275,0.0,0,0.0,0
8,2025-04-28 10:30:51+00:00,2600875,1197275,0.7822456,7822,-0.35218513,-3521
9,2025-04-30 10:15:59+00:00,2600875,1197275,0.0,0,0.0,0
10,2025-04-30 10:27:01+00:00,2600875,1197275,0.85049623,8504,-0.3991881,-3991
11,2025-05-01 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
12,2025-05-03 10:37:01+00:00,2600875,1197275,0.0,0,0.0,0
13,2025-05-10 10:15:59+00:00,2600875,1197275,0.0,0,0.0,0
14,2025-05-10 10:30:31+00:00,2600875,1197275,0.85570127,8557,-0.32007954,-3200
15,2025-05-11 10:36:41+00:00,2600875,1197275,0.0,0,0.0,0
16,2025-05-13 10:25:59+00:00,2600875,1197275,0.32241184,3224,-0.017351063,-173
17,2025-05-13 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
18,2025-05-15 10:16:11+00:00,2600875,1197275,0.0,0,0.0,0
19,2025-05-16 10:36:19+00:00,2600875,1197275,0.0,0,0.0,0
20,2025-05-17 10:17:01+00:00,2600875,1197275,0.0,0,0.0,0
21,2025-05-18 10:26:21+00:00,2600875,1197275,0.8970539,8970,-0.33955657,-3395
22,2025-05-30 10:15:59+00:00,2600875,1197275,0.0,0,0.0,0
23,2025-05-30 10:30:41+00:00,2600875,1197275,0.8950196,8950,-0.2997676,-2997
24,2025-05-31 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
25,2025-06-09 10:15:59+00:00,2600875,1197275,0.0,0,0.0,0
26,2025-06-09 10:27:01+00:00,2600875,1197275,0.8235426,8235,-0.19602977,-1960
27,2025-06-10 10:36:41+00:00,2600875,1197275,0.0,0,0.0,0
28,2025-06-12 10:25:59+00:00,2600875,1197275,0.8591484,8591,-0.24122137,-2412
29,2025-06-12 10:37:01+00:00,2600875,1197275,0.0,0,0.0,0
30,2025-06-14 10:16:21+00:00,2600875,1197275,0.0,0,0.0,0
31,2025-06-16 10:20:41+00:00,2600875,1197275,0.0,0,0.0,0
32,2025-06-17 10:26:21+00:00,2600875,1197275,0.87484354,8748,-0.3503376,-3503
33,2025-06-19 10:15:59+00:00,2600875,1197275,0.0,0,0.0,0
34,2025-06-19 10:30:41+00:00,2600875,1197275,0.86540425,8654,-0.25018454,-2501
35,2025-06-22 10:25:59+00:00,2600875,1197275,0.8643096,8643,-0.24341577,-2434
36,2025-06-22 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
37,2025-06-25 10:36:29+00:00,2600875,1197275,0.0,0,0.0,0
38,2025-06-26 10:17:01+00:00,2600875,1197275,0.0,0,0.0,0
39,2025-06-29 10:27:01+00:00,2600875,1197275,0.87937343,8793,-0.32899022,-3289
40,2025-06-30 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
41,2025-07-02 10:25:59+00:00,2600875,1197275,0.8233548,8233,-0.26984128,-2698
42,2025-07-02 10:37:01+00:00,2600875,1197275,0.0,0,0.0,0
43,2025-07-04 10:20:41+00:00,2600875,1197275,0.0,0,0.0,0
44,2025-07-05 10:36:29+00:00,2600875,1197275,0.0,0,0.0,0
45,2025-07-12 10:25:59+00:00,2600875,1197275,0.87567705,8756,-0.26957956,-2695
46,2025-07-12 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
47,2025-07-09 10:15:59+00:00,2600875,1197275,0.0,0,0.0,0
48,2025-07-09 10:30:41+00:00,2600875,1197275,0.90171486,9017,-0.30331755,-3033
49,2025-07-10 10:40:41+00:00,2600875,1197275,0.0,0,0.0,0
50,2025-07-17 10:30:51+00:00,2600875,1197275,0.21291564,2129,-0.12782541,-1278
51,2025-07-19 10:15:59+00:00,2600875,1197275,0.0,0,0.0,0
52,2025-07-22 10:25:59+00:00,2600875,1197275,0.34608164,3460,-0.01223736,-122
53,2025-07-22 10:37:01+00:00,2600875,1197275,0.0,0,0.0,0
