,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-03 10:25:59+00:00,2710385,1116375,0.34560764,3456,-0.28393003,-2839
1,2025-04-05 10:20:41+00:00,2710385,1116375,0.3499253,3499,-0.31862745,-3186
2,2025-04-07 10:17:01+00:00,2710385,1116375,0.37313434,3731,-0.31484503,-3148
3,2025-04-08 10:30:51+00:00,2710385,1116375,0.022346865,223,0.008090308,80
4,2025-04-23 10:25:59+00:00,2710385,1116375,0.22503723,2250,-0.17572467,-1757
5,2025-04-28 10:30:51+00:00,2710385,1116375,0.4909572,4909,-0.31229013,-3122
6,2025-04-30 10:15:59+00:00,2710385,1116375,0.5643649,5643,-0.31501058,-3150
7,2025-04-30 10:27:01+00:00,2710385,1116375,0.6243836,6243,-0.31354642,-3135
8,2025-05-10 10:15:59+00:00,2710385,1116375,0.6212003,6212,0.16893734,1689
9,2025-05-10 10:30:31+00:00,2710385,1116375,0.46414453,4641,-0.070118666,-701
10,2025-05-13 10:25:59+00:00,2710385,1116375,0.3474835,3474,-0.05823831,-582
11,2025-05-15 10:16:11+00:00,2710385,1116375,0.9220265,9220,-0.37343356,-3734
12,2025-05-17 10:17:01+00:00,2710385,1116375,0.91129184,9112,-0.2771214,-2771
13,2025-05-18 10:26:21+00:00,2710385,1116375,0.9167702,9167,-0.32965213,-3296
14,2025-05-30 10:15:59+00:00,2710385,1116375,0.92665195,9266,-0.26605505,-2660
15,2025-05-30 10:30:41+00:00,2710385,1116375,0.92100126,9210,-0.2927536,-2927
16,2025-06-09 10:15:59+00:00,2710385,1116375,0.87758595,8775,-0.197903,-1979
17,2025-06-09 10:27:01+00:00,2710385,1116375,0.8386346,8386,-0.144623,-1446
18,2025-06-12 10:25:59+00:00,2710385,1116375,0.8532462,8532,-0.15977086,-1597
19,2025-06-14 10:16:21+00:00,2710385,1116375,0.8851156,8851,-0.32467532,-3246
20,2025-06-16 10:20:41+00:00,2710385,1116375,0.91691387,9169,-0.26236886,-2623
21,2025-06-17 10:26:21+00:00,2710385,1116375,0.8693863,8693,-0.2762395,-2762
22,2025-06-19 10:15:59+00:00,2710385,1116375,0.9185723,9185,-0.25622255,-2562
23,2025-06-19 10:30:41+00:00,2710385,1116375,0.91574955,9157,-0.25996813,-2599
24,2025-06-22 10:25:59+00:00,2710385,1116375,0.93124646,9312,-0.26989618,-2698
25,2025-06-26 10:17:01+00:00,2710385,1116375,0.27621356,2762,-0.16106923,-1610
26,2025-06-29 10:27:01+00:00,2710385,1116375,0.8937983,8937,-0.25235108,-2523
27,2025-07-02 10:25:59+00:00,2710385,1116375,0.8955627,8955,-0.1964981,-1964
28,2025-07-04 10:20:41+00:00,2710385,1116375,0.917945,9179,-0.3835522,-3835
29,2025-07-12 10:25:59+00:00,2710385,1116375,0.8956655,8956,-0.22575517,-2257
30,2025-07-09 10:15:59+00:00,2710385,1116375,0.9408884,9408,-0.30668983,-3066
31,2025-07-09 10:30:41+00:00,2710385,1116375,0.93120396,9312,-0.30966467,-3096
32,2025-07-17 10:30:51+00:00,2710385,1116375,0.92902714,9290,-0.3872054,-3872
33,2025-07-19 10:15:59+00:00,2710385,1116375,-0.02077523,-207,-0.0031721285,-31
34,2025-07-22 10:25:59+00:00,2710385,1116375,0.93115795,9311,-0.27948,-2794
