,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-09-07 10:15:59+00:00,2710385,1116375,0.8183124,8183,-0.23304842,-2330
1,2025-09-07 10:30:31+00:00,2710385,1116375,0.76463646,7646,-0.19321683,-1932
2,2025-09-14 10:17:01+00:00,2710385,1116375,0.8883249,8883,-0.36466494,-3646
3,2025-09-15 10:30:41+00:00,2710385,1116375,0.86917895,8691,-0.37610266,-3761
4,2025-09-17 10:20:19+00:00,2710385,1116375,0.8829945,8829,-0.3790186,-3790
5,2025-09-17 10:27:11+00:00,2710385,1116375,0.87724066,8772,-0.39302543,-3930
6,2025-10-02 10:18:51+00:00,2710385,1116375,0.82279944,8227,-0.42737427,-4273
7,2025-10-07 10:18:09+00:00,2710385,1116375,0.8078801,8078,-0.39563316,-3956
8,2025-10-12 10:20:01+00:00,2710385,1116375,0.015301936,153,0.019373406,193
9,2025-10-14 10:20:41+00:00,2710385,1116375,0.6065218,6065,-0.2040947,-2040
10,2025-10-15 10:30:31+00:00,2710385,1116375,0.6401808,6401,-0.26844016,-2684
11,2025-10-17 10:19:29+00:00,2710385,1116375,0.0068918853,68,-0.05183432,-518
12,2025-10-17 10:30:41+00:00,2710385,1116375,0.029613763,296,-0.0031420935,-31
13,2025-10-24 10:21:21+00:00,2710385,1116375,0.7070994,7070,-0.3855319,-3855
14,2025-11-03 10:22:21+00:00,2710385,1116375,0.5484515,5484,-0.42379546,-4237
15,2025-11-11 10:23:01+00:00,2710385,1116375,0.4329546,4329,-0.3510204,-3510
16,2025-11-19 10:32:29+00:00,2710385,1116375,0.0031330988,31,0.014005611,140
17,2025-11-23 10:24:01+00:00,2710385,1116375,0.41661304,4166,-0.323496,-3234
18,2025-11-29 10:33:09+00:00,2710385,1116375,0.39554915,3955,-0.36,-3600
19,2025-12-06 10:23:19+00:00,2710385,1116375,0.35326996,3532,-0.27404723,-2740
20,2025-12-09 10:33:29+00:00,2710385,1116375,0.38426968,3842,-0.3325031,-3325
21,2025-12-13 10:24:41+00:00,2710385,1116375,0.40358126,4035,-0.339645,-3396
22,2025-12-14 10:34:41+00:00,2710385,1116375,0.41848236,4184,-0.416,-4160
23,2025-12-21 10:24:41+00:00,2710385,1116375,0.050631296,506,-0.037934236,-379
24,2025-12-26 10:23:39+00:00,2710385,1116375,-0.0077497684,-77,-0.06777445,-677
25,2025-12-26 10:35:01+00:00,2710385,1116375,-0.017787162,-177,-0.014726842,-147
26,2025-12-29 10:33:39+00:00,2710385,1116375,0.42857137,4285,-0.361194,-3611
27,2025-12-31 10:24:41+00:00,2710385,1116375,0.37564766,3756,-0.30182603,-3018
