,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-01 10:40:41+00:00,2523115,1185065,0.7140495,7140,-0.23709165,-2370
1,2025-04-03 10:25:59+00:00,2523115,1185065,0.7244846,7244,-0.33558562,-3355
2,2025-04-05 10:20:41+00:00,2523115,1185065,0.0,0,0.0,0
3,2025-04-06 10:36:29+00:00,2523115,1185065,0.73917097,7391,-0.26007327,-2600
4,2025-04-07 10:17:01+00:00,2523115,1185065,0.0,0,0.0,0
5,2025-04-08 10:30:51+00:00,2523115,1185065,0.6840278,6840,-0.27533633,-2753
6,2025-04-23 10:25:59+00:00,2523115,1185065,0.022157041,221,0.03973141,397
7,2025-04-26 10:36:29+00:00,2523115,1185065,0.1664882,1664,-0.028781211,-287
8,2025-04-28 10:30:51+00:00,2523115,1185065,0.76805246,7680,-0.2722772,-2722
9,2025-04-30 10:15:59+00:00,2523115,1185065,0.0,0,0.0,0
10,2025-04-30 10:27:01+00:00,2523115,1185065,0.7911393,7911,-0.16229507,-1622
11,2025-05-01 10:40:41+00:00,2523115,1185065,0.07425121,742,0.05281597,528
12,2025-05-03 10:37:01+00:00,2523115,1185065,0.81056225,8105,-0.25919732,-2591
13,2025-05-10 10:15:59+00:00,2523115,1185065,0.0,0,0.0,0
14,2025-05-10 10:30:31+00:00,2523115,1185065,0.7142857,7142,-0.08114033,-811
15,2025-05-11 10:36:41+00:00,2523115,1185065,0.86173177,8617,-0.20874317,-2087
16,2025-05-13 10:25:59+00:00,2523115,1185065,0.7976844,7976,0.023910025,239
17,2025-05-13 10:40:41+00:00,2523115,1185065,-0.010592451,-105,-0.04072822,-407
18,2025-05-15 10:16:11+00:00,2523115,1185065,0.0,0,0.0,0
19,2025-05-16 10:36:19+00:00,2523115,1185065,0.8727765,8727,-0.25190836,-2519
20,2025-05-17 10:17:01+00:00,2523115,1185065,0.0,0,0.0,0
21,2025-05-18 10:26:21+00:00,2523115,1185065,0.85372716,8537,-0.18939391,-1893
22,2025-05-30 10:15:59+00:00,2523115,1185065,0.0,0,0.0,0
23,2025-05-30 10:30:41+00:00,2523115,1185065,0.90048647,9004,-0.23665223,-2366
24,2025-05-31 10:40:41+00:00,2523115,1185065,0.8925345,8925,-0.27392256,-2739
25,2025-06-09 10:15:59+00:00,2523115,1185065,0.0,0,0.0,0
26,2025-06-09 10:27:01+00:00,2523115,1185065,0.8916572,8916,-0.23325633,-2332
27,2025-06-10 10:36:41+00:00,2523115,1185065,0.6290438,6290,-0.115771085,-1157
28,2025-06-12 10:25:59+00:00,2523115,1185065,0.65354985,6535,-0.06384779,-638
29,2025-06-12 10:37:01+00:00,2523115,1185065,0.4678631,4678,-0.100031376,-1000
30,2025-06-14 10:16:21+00:00,2523115,1185065,0.0,0,0.0,0
31,2025-06-16 10:20:41+00:00,2523115,1185065,0.0,0,0.0,0
32,2025-06-17 10:26:21+00:00,2523115,1185065,0.9058091,9058,-0.27299482,-2729
33,2025-06-19 10:15:59+00:00,2523115,1185065,0.0,0,0.0,0
34,2025-06-19 10:30:41+00:00,2523115,1185065,0.89101064,8910,-0.23739837,-2373
35,2025-06-22 10:25:59+00:00,2523115,1185065,0.9092552,9092,-0.1812766,-1812
36,2025-06-22 10:40:41+00:00,2523115,1185065,0.9012002,9012,-0.25448784,-2544
37,2025-06-25 10:36:29+00:00,2523115,1185065,0.86860466,8686,-0.22154473,-2215
38,2025-06-26 10:17:01+00:00,2523115,1185065,0.0,0,0.0,0
39,2025-06-29 10:27:01+00:00,2523115,1185065,0.90388,9038,-0.2107926,-2107
40,2025-06-30 10:40:41+00:00,2523115,1185065,0.21514136,2151,0.036217317,362
41,2025-07-02 10:25:59+00:00,2523115,1185065,0.88092935,8809,-0.18863048,-1886
42,2025-07-02 10:37:01+00:00,2523115,1185065,0.87128437,8712,-0.17748094,-1774
43,2025-07-04 10:20:41+00:00,2523115,1185065,0.0,0,0.0,0
44,2025-07-05 10:36:29+00:00,2523115,1185065,0.8742645,8742,-0.18390805,-1839
45,2025-07-12 10:25:59+00:00,2523115,1185065,0.8789625,8789,-0.21813516,-2181
46,2025-07-12 10:40:41+00:00,2523115,1185065,0.87674356,8767,-0.19304666,-1930
47,2025-07-09 10:15:59+00:00,2523115,1185065,0.0,0,0.0,0
48,2025-07-09 10:30:41+00:00,2523115,1185065,0.87846154,8784,-0.27225125,-2722
49,2025-07-10 10:40:41+00:00,2523115,1185065,0.8809587,8809,-0.29140833,-2914
50,2025-07-17 10:30:51+00:00,2523115,1185065,0.88500726,8850,-0.31793687,-3179
51,2025-07-19 10:15:59+00:00,2523115,1185065,0.0,0,0.0,0
52,2025-07-22 10:25:59+00:00,2523115,1185065,0.5635641,5635,-0.3681201,-3681
53,2025-07-22 10:37:01+00:00,2523115,1185065,0.8543504,8543,-0.15114872,-1511
