,datetime,x,y,ndvi,ndvi_scaled,ndsi,ndsi_scaled
0,2025-04-03 10:25:59+00:00,2689565,1154415,0.17114839,1711,-0.104402505,-1044
1,2025-04-05 10:20:41+00:00,2689565,1154415,0.27098832,2709,-0.24387646,-2438
2,2025-04-07 10:17:01+00:00,2689565,1154415,0.2779936,2779,-0.20483191,-2048
3,2025-04-08 10:30:51+00:00,2689565,1154415,0.2879581,2879,-0.09864366,-986
4,2025-04-23 10:25:59+00:00,2689565,1154415,-0.06104316,-610,-0.009589361,-95
5,2025-04-28 10:30:51+00:00,2689565,1154415,0.4011429,4011,-0.120399244,-1203
6,2025-04-30 10:15:59+00:00,2689565,1154415,0.43848932,4384,-0.23039216,-2303
7,2025-04-30 10:27:01+00:00,2689565,1154415,0.42464185,4246,-0.13299584,-1329
8,2025-05-10 10:15:59+00:00,2689565,1154415,0.6404544,6404,-0.14490026,-1449
9,2025-05-10 10:30:31+00:00,2689565,1154415,0.5706751,5706,-0.09865093,-986
10,2025-05-13 10:25:59+00:00,2689565,1154415,0.09493902,949,-0.04147105,-414
11,2025-05-15 10:16:11+00:00,2689565,1154415,0.60197,6019,-0.1827112,-1827
12,2025-05-17 10:17:01+00:00,2689565,1154415,-0.026463829,-264,-0.004179219,-41
13,2025-05-18 10:26:21+00:00,2689565,1154415,0.79494005,7949,-0.32064298,-3206
14,2025-05-30 10:15:59+00:00,2689565,1154415,0.8922925,8922,-0.2615527,-2615
15,2025-05-30 10:30:41+00:00,2689565,1154415,0.88567394,8856,-0.18726791,-1872
16,2025-06-09 10:15:59+00:00,2689565,1154415,0.8942261,8942,-0.21743342,-2174
17,2025-06-09 10:27:01+00:00,2689565,1154415,0.8594848,8594,-0.16916487,-1691
18,2025-06-12 10:25:59+00:00,2689565,1154415,0.9051595,9051,-0.14351058,-1435
19,2025-06-14 10:16:21+00:00,2689565,1154415,0.8688429,8688,-0.32784536,-3278
20,2025-06-16 10:20:41+00:00,2689565,1154415,0.042965177,429,-0.0013222871,-13
21,2025-06-17 10:26:21+00:00,2689565,1154415,0.9147455,9147,-0.2661638,-2661
22,2025-06-19 10:15:59+00:00,2689565,1154415,0.92540926,9254,-0.29136166,-2913
23,2025-06-19 10:30:41+00:00,2689565,1154415,0.91841334,9184,-0.24985576,-2498
24,2025-06-22 10:25:59+00:00,2689565,1154415,0.91075784,9107,-0.21758997,-2175
25,2025-06-26 10:17:01+00:00,2689565,1154415,-0.07472718,-747,0.027282154,272
26,2025-06-29 10:27:01+00:00,2689565,1154415,0.9075729,9075,-0.22027762,-2202
27,2025-07-02 10:25:59+00:00,2689565,1154415,0.3207678,3207,-0.01282338,-128
28,2025-07-04 10:20:41+00:00,2689565,1154415,0.9107329,9107,-0.37945318,-3794
29,2025-07-12 10:25:59+00:00,2689565,1154415,0.89706844,8970,-0.19541481,-1954
30,2025-07-09 10:15:59+00:00,2689565,1154415,0.9079261,9079,-0.25411522,-2541
31,2025-07-09 10:30:41+00:00,2689565,1154415,0.90122086,9012,-0.19671007,-1967
32,2025-07-17 10:30:51+00:00,2689565,1154415,0.90950716,9095,-0.31061453,-3106
33,2025-07-19 10:15:59+00:00,2689565,1154415,-0.028631693,-286,-0.006933895,-69
34,2025-07-22 10:25:59+00:00,2689565,1154415,0.9001886,9001,-0.25740847,-2574
